,significance,ra,dec,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,EBV_FLAG,DECALS_FOOT,DELVE_FOOT,pmra,pmdec,names,edr3,RR_LYRAE,SGR,LMC,NSTARS,MAG_AVG
111,10.82326603,194.8927636,33.92261837,108.9844435,82.98404263,FALSE,TRUE,FALSE,TRUE,FALSE,-1.061651832,-1.046487449,DEC_33.0_34.0/DEC_33.3_RA_194.6,11.13372993,FALSE,FALSE,FALSE,6,19.13678667
112,9.691039085,243.4964215,-20.75393592,353.9150457,21.48462275,FALSE,TRUE,TRUE,FALSE,TRUE,-3.4373724,-2.653765109,DEC_-20.0_-19.0/DEC_-19.9_RA_244.0,11.12206554,FALSE,FALSE,FALSE,30,19.0689043
113,10.37542057,193.2962222,29.06860417,111.8038268,88.02177577,FALSE,TRUE,FALSE,TRUE,FALSE,0.005037788,0.073533306,DEC_28.0_29.0/DEC_28.6_RA_193.9,11.09438801,FALSE,FALSE,FALSE,6,18.86012533
114,9.912648201,232.4874956,27.85923656,43.51920811,54.99526354,FALSE,TRUE,FALSE,TRUE,FALSE,-3.179610843,-2.608794915,DEC_27.0_28.0/DEC_27.4_RA_232.5,11.07412338,FALSE,FALSE,FALSE,7,19.23539
115,10.64852715,167.0973948,24.81636539,212.8160893,66.76515861,FALSE,TRUE,FALSE,TRUE,FALSE,-3.051479815,-2.132990527,DEC_24.0_25.0/DEC_24.1_RA_167.5,11.03950691,FALSE,FALSE,FALSE,7,19.86405571
116,9.978729248,221.2350231,38.16290468,65.04040293,63.82313305,FALSE,TRUE,FALSE,TRUE,FALSE,-3.470010088,-2.097614724,DEC_37.0_38.0/DEC_38.0_RA_220.9,11.03740025,FALSE,FALSE,FALSE,10,19.508331
117,9.743722916,221.2258287,38.20311344,65.13243296,63.81860774,FALSE,TRUE,FALSE,TRUE,FALSE,-3.492841734,-1.999633594,DEC_39.0_40.0/DEC_39.1_RA_221.5,11.03740025,FALSE,FALSE,FALSE,7,19.80072557
118,11.57914448,196.6351327,36.54083355,105.0867685,80.05841962,FALSE,TRUE,FALSE,TRUE,FALSE,-0.09984041,0.287138703,DEC_37.0_38.0/DEC_37.2_RA_197.6,11.0349474,FALSE,FALSE,FALSE,13,19.42310431
119,11.1311245,202.9098943,30.6459458,57.10041864,80.52798946,FALSE,TRUE,FALSE,TRUE,FALSE,-0.137636739,0.10449762,DEC_30.0_31.0/DEC_30.2_RA_203.9,11.03339481,FALSE,FALSE,FALSE,5,19.61403
120,10.00873566,202.8627185,30.6276683,57.07707296,80.57234019,FALSE,TRUE,FALSE,TRUE,FALSE,-0.16180298,0.110666831,DEC_29.0_30.0/DEC_29.9_RA_202.6,11.03339481,FALSE,FALSE,FALSE,9,19.55520933
121,9.568675041,202.7617678,31.29487771,61.03163166,80.41077872,FALSE,TRUE,FALSE,TRUE,FALSE,-0.060382728,0.170953949,DEC_31.0_32.0/DEC_31.0_RA_202.9,11.03339481,FALSE,FALSE,FALSE,7,19.22764643
122,10.54111862,215.4406741,42.38156268,78.45873653,66.11679462,FALSE,TRUE,FALSE,TRUE,FALSE,0.186369186,-0.125508657,DEC_42.0_43.0/DEC_42.3_RA_214.3,11.03287601,FALSE,FALSE,FALSE,13,19.39784077
123,11.4132328,213.8852196,32.95730703,55.81035054,70.928057,FALSE,TRUE,FALSE,TRUE,FALSE,-0.130124982,-0.285530485,DEC_32.0_33.0/DEC_32.7_RA_213.2,11.01315022,FALSE,FALSE,FALSE,9,19.60558422
124,11.35450554,213.898296,32.94933085,55.77938737,70.91902326,FALSE,TRUE,FALSE,TRUE,FALSE,-0.201317589,-0.257502763,DEC_33.0_34.0/DEC_33.8_RA_213.6,11.01315022,FALSE,FALSE,FALSE,8,19.62012025
