,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
570,4018754551875666048,27.864103231833038,172.3489878927254,-0.26447194000929075,-3.240466123792556,1.4767738641336658,1.264396003342651,-0.3783259007044295,0.846993471232314,19.701166,0.56080246,0.4512595999999999,1.0120620999999999,248.24464641589324,1.5751057408439393,20.152426000000002,120.11158649852949,6.427190262259126,19.140364,177.26473809155084,21.04193937900688,0.04278275580295542,0.05514494928328784,0.031008187868896236,19.763417515750863,0.07931217065428209,20.126492792208076,0.6688770052939286,19.463535928787483,1.4837933650500952,-11.008673142782833,-10.580504707716887
943,4018847250154341632,27.817480288445626,172.43128050223186,-0.4548458178973908,-3.2852951025464203,1.2758354375425662,1.3771619346273418,-1.0537290421005179,0.9027549806487036,19.643476,0.4664116,0.29780197,0.76421356,261.7915389750106,1.6959346882762738,19.941278,145.89619594296826,14.257933286560846,19.177065,171.37276918975246,8.372384202322674,0.04476789190665924,0.05651406221702507,0.03134303063619204,19.70374309266196,0.08097734436511715,19.913976016865583,1.2215819948566686,19.49990243312862,0.6106851340725808,-11.016224229460594,-10.836733379090639
967,4018754448796455424,27.835214820753198,172.34767390759254,-1.9086463895148984,-2.6983322507240497,1.640602354059011,2.0605152811649794,-1.047672298928721,1.5015975414347533,20.157555,0.33218002,0.33527946,0.6674595,163.05130768741898,1.5365405502369849,20.492834,87.7852323388694,6.398998653752661,19.825375,94.32308137355277,7.0031467903563165,0.04556267532629641,0.05706430359147831,0.031461877013551014,20.2170266090734,0.11779578557433612,20.464982039136597,0.9111724266234188,20.148093173046863,0.9280796768371808,-10.47414057731853,-10.390979464510675
2520,4018847765550432640,27.85639135476435,172.45441180750785,-0.7531466317113182,-2.7720057381269707,1.9892434437211304,2.2719509766816133,-0.20849224364370164,1.3990974289748883,20.319632000000002,0.44361115,0.2250576,0.66866875,140.44087254066474,1.1654852287758537,20.54469,83.69119104432814,9.99208346098828,19.87602,90.02428880889954,10.827757237710204,0.045552675545825136,0.05705740808863128,0.031460429221329904,20.379113526913734,0.10373451187067949,20.516843220589195,1.4924037010800577,20.198740322943078,1.5034494275060304,-10.312442371363435,-10.228086095607576
4199,4018752863952996352,27.765393092660492,172.33646172802304,-0.2875141167453396,-2.7244093914318817,1.356040727250304,1.837019637512458,0.07822698583313341,1.2962905048338338,20.08237,0.45370483,0.077394485,0.5310993,174.74237759183606,1.5290116847029152,20.159765,119.30243730689699,8.833456848370785,19.628666,113.05813737386127,12.792003126319315,0.04670082581160316,0.05784088437620308,0.03161942779903369,20.14070357282942,0.10937613601338213,20.13113582501199,0.9255318927021738,19.951226006683246,1.4143169416477568,-10.501938794711418,-10.55169018596073
4322,4018848624543908224,27.888183204213966,172.44650264848752,-1.0381540110282457,-2.6711700218969017,1.2874716984138703,1.7500009942637815,-0.6768841213825844,1.0484790846355232,20.029297,0.57854843,0.17094994,0.74949837,183.49642066218064,1.2993766550208308,20.200247,114.93604277464188,8.531027916593155,19.450748,133.18899932750122,14.447646455952698,0.04488806962936024,0.05659746555039575,0.03136150713263696,20.089442937399347,0.0885151226882104,20.17286193349599,0.9278016397911147,19.773567602866056,1.355934661355466,-10.62644794364899,-10.461678370419307
