,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
57,1568113076830313728,50.942969463245326,191.79695156719063,-0.413493381839244,-0.6899492091102708,0.4293183871349755,0.4456597565064385,-0.293755999608399,0.32797531865493085,19.503420000000002,0.47949220000000004,-0.04405403,0.43543816,297.8366211195651,1.6160632538680737,19.459366,227.40970842587558,9.360672810468301,19.023928,197.33169708422776,5.4776384027584335,0.025180364772350413,0.03092153568703929,0.016800094581698576,19.583274394532015,0.06782507334865785,19.45765596090746,0.5145268904339358,19.361307778158093,0.346981661062059,-11.025255923737241,-11.15364201747336
164,1568113489147175936,50.99258145692342,191.75979609069202,-0.32146535346469945,0.4076223340300091,0.7584556672693076,0.7188052722206311,-1.068510880299924,0.5301838859213881,20.150797,0.6793041,0.21050453,0.88980865,164.0695210159951,0.9575590817623021,20.361301,99.09112233917078,7.270529677844987,19.471493,130.66858782223693,7.283198752905178,0.023187284584579065,0.029559650857855176,0.01651161947979517,20.232642939869642,0.07295376038101478,20.360953480633672,0.9171519993687344,19.80916038660885,0.696724330832798,-10.520040570975716,-10.202803968390363
251,1568114588658806016,51.03926822525898,191.67065974748397,0.3768987723199033,0.5765871980527668,0.7913326816438871,0.8497865113191531,-2.498429393290281,0.6740656388954261,18.087823999999998,,,,1097.0255725813938,7.701680459627432,,,,,,,,,,,0.08775639160243921,,,,,,
1553,1568132760664002560,50.94303451064264,191.93035547883233,0.35406409664679683,0.4673478649984031,1.2479046350848408,2.1047817806349043,-1.0501848319987592,0.9100302227586966,20.61127,0.6958103,-0.23176193,0.4640484,107.3589031827656,1.4229806108880898,20.379509,97.4432450915037,8.032410529101771,19.91546,86.81278617399073,7.5106418194289395,0.025051275319487688,0.030836579224940115,0.01678384761966361,20.691253559833797,0.1656803218809013,20.37788407435658,1.0303960168761528,20.252856915595324,1.0814423413931307,-9.929367075688354,-10.031015453812326
1748,1568111393203243776,50.82743337801506,191.6555084071773,0.19801255710635307,0.08569122073917508,0.8646170118175992,0.9462426711273868,-0.8571949304210591,0.6662406852303311,20.27911,0.5073681,-0.1757164,0.33165170000000005,145.7814211863419,1.1171259590614948,20.103394,125.6602900612751,7.9955115008989415,19.771742,99.09953548051114,5.843342926321608,0.02565246565741246,0.031225122627297475,0.016857232887879672,20.35849208499089,0.09578775110457603,20.101379732718346,0.7953498572421058,20.109063720170465,0.7370547825966799,-10.202843854119724,-10.425669905452555
2148,1568110083236854912,50.92121344936698,191.8060967515012,-0.11223622884523232,0.1939595539750552,0.5533579649475124,0.5525234818795051,-0.15398960173569173,0.3833528887164372,19.605816,0.42647362,0.107616425,0.53409004,271.031631755284,1.5323424041437033,19.713432,179.9627286535614,6.144572827205852,19.179342000000002,171.0138676529387,6.197896483352696,0.02473720924444685,0.030626956127563665,0.016743101857270966,19.68611284129003,0.07067175121865775,19.712016620227516,0.4267948197647711,19.516778575364814,0.4530258692186089,-10.962417398915878,-10.997517872286313
5294,1568113038174178176,50.93647152552482,191.7794823913398,-0.07546609098508113,0.15079075996546026,0.6286466009472992,0.6453937961755549,-0.6447067140900953,0.478874380657072,20.022953,0.45353317,0.07052231,0.5240555,184.57155766694362,1.099446756192461,20.093475,126.81349245031929,5.001857136494005,19.56942,119.39885080935468,6.44320395456163,0.024782031422132266,0.030657104881984084,0.016749026466002258,20.103206025065397,0.07445938380822974,20.0920292371018,0.4930328232279328,19.906850606499486,0.6745462698013691,-10.541473154546185,-10.586195820265406
5316,1568137055631304448,51.01559284197829,191.74756111377826,-0.08601050663068126,0.7290758458924009,0.604057674587616,0.6379380179123693,-0.3305457947085409,0.4936831291600425,19.911009,0.5656376000000001,0.16373062,0.7293682,204.61735412239526,1.1724347340043348,20.07474,129.02071333778684,7.185869111395292,19.345371,146.76404522692067,6.989159896898677,0.023876762207727817,0.030037585504219495,0.01662149790641514,19.992167076375647,0.07162361295263253,20.073913817697896,0.6961933597226067,19.682929318049695,0.5952718090875322,-10.72138387510838,-10.564882132938031
5398,1568133830112266624,50.99300535454247,191.8637683378214,-0.31655286323448856,0.07623729570560636,0.3528050784765094,0.3676288242554787,0.05716813072300679,0.2914472277770247,19.295322,0.43060112,0.14463234,0.57523346,360.7593982058876,1.3995089729120245,19.439954999999998,231.51206111406375,6.0666977940315485,18.864721,228.49639010319808,6.326740962819287,0.024554041027471434,0.030503044572750472,0.016718494026214396,19.37580182448738,0.048491771103954584,19.4386629018281,0.32755840909745004,19.202183147810814,0.3461072711018476,-11.287998820254767,-11.283376154418711
5454,1568110053173336448,50.920558830568716,191.83704607177498,0.6355377988991469,0.3173919057376925,1.1140043207939092,1.2514629127272747,-0.9689398745475092,0.944881790378306,18.683923999999998,2.0791264,-0.70381737,1.3753090000000001,633.5440879020177,5.380359653260054,17.980106,888.2032791655616,13.362846883323776,16.604797,1831.6792442773408,14.50008774731834,0.02120495961266335,0.028275305380597245,0.016111832558856932,18.767752934065868,0.10615598337988451,17.98104376407874,0.18806008709906108,16.942864606879983,0.09895351350830472,-12.022754606077456,-11.23742089145594
5629,1568110121892813696,50.9354147031353,191.8132814527971,-0.7470410953771319,0.29627035245523026,1.2895557750723965,0.9897120821942006,-0.8412817924773459,0.5968293091343817,19.678339,0.52532196,-0.022315979,0.5030060000000001,253.51892203342018,3.929756284142326,19.656023,189.73428341437162,17.15106800009939,19.153017000000002,175.2110693068114,13.613380476176953,0.02487624344964426,0.030720233198346103,0.01676135863321609,19.758497807652933,0.1937605018109992,19.654515238309138,1.1299399673227601,19.490434791081622,0.9712129297848912,-10.877943690914684,-10.942755889793983
