,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
1056,3670996440102749312,4.739870482253232,210.9008985755877,-0.8555065096914295,-1.0795459755392738,1.2140497445504486,0.8781892244045377,-0.2842621808088077,0.6833660278864838,19.924276000000003,0.5923939,0.36367798,0.95607185,202.13247136795044,1.3265093029892243,20.287954,106.01649112102932,13.88972226088168,19.331882,148.5986899738432,15.070232684730271,0.058435072262796255,0.07499067220845705,0.04205056812953009,19.97087471293523,0.08203217511342611,20.242175762606006,1.6376841605030408,19.644011979971914,1.267695620952562,-10.790668921625908,-10.42705511804871
1301,3671374706462068608,4.897066265298307,211.08965971554852,-1.1208526517799469,0.5152771775832282,1.4644772583347838,1.3764044455676194,-0.06095647593944616,0.8128486154586222,19.968764999999998,0.39354324,0.04975891,0.44330215,194.01703993377757,2.2048854680413186,20.018524,135.87679815001172,19.661026350456385,19.575222,118.76239161726149,16.592685830401464,0.06413747069568879,0.07889705406868226,0.04289892131914864,20.009662843341804,0.14205488528184793,19.968839684815304,1.8087181382459123,19.886503741775826,1.7464162691202707,-10.592815254418511,-10.73416198432972
2070,3671752732303884416,4.894930278028463,210.78674714150605,-0.7722048324349566,-0.4203314606409306,0.2965143539694189,0.21992208636464464,0.00356315286576515,0.18005602896650974,17.968212,0.6397151999999999,0.4742508,1.113966,1224.7901363518388,2.1277652553092543,18.442463,580.1900283868271,8.875142635668608,17.328497,940.5230280583926,13.402254867418995,0.056764972298492165,0.0738646703737781,0.04173744940071328,18.016480827240727,0.021715610619291666,18.39780967863624,0.19121197800368198,17.640938967054865,0.17812236473208012,-12.767079368067208,-12.2462737276403
3814,3671748884013130112,4.735905395063346,210.70505184612145,-1.283809031755237,0.019187835994028887,0.786872943661097,0.6080815353994132,-0.017613355743351242,0.43934915011254816,19.3249,0.6420840999999999,0.3342533,0.97633743,351.06400655059736,1.4003031188798285,19.659153,189.1881517097055,10.910320753912053,18.682816,270.1727261815639,8.531645485403747,0.05821833971970162,0.07484229240336822,0.04201192654110047,19.371715897908356,0.04985925261317016,19.613522871726857,0.720864431474354,18.994984310806547,0.3947310673242343,-11.393375157102483,-11.009422177691594
4821,3671752182548054016,4.849145467154617,210.74782155713456,-0.5654306216893209,-0.7072872823272881,0.22206900395806847,0.18435860347707814,0.009039438210887351,0.1245349923999462,17.592779999999998,0.7084789,0.56137466,1.2698536,1730.7501148385784,2.3123929977668607,18.154154000000002,756.6479022623635,19.007443783789046,16.8843,1415.9506714905178,9.082896935269863,0.05515890288811275,0.07283835528156979,0.04139943999681624,17.642655174362528,0.01670080055131565,18.11052706379346,0.31400740897710044,17.197080250546474,0.08018373378174114,-13.149882311434947,-12.47877303622057
5598,3671752697944143616,4.8883186837508115,210.7857154417509,-1.2489394021309304,-1.0829085117323043,0.5800093734259641,0.5637713532034627,-0.3558610564393552,0.3921950639802931,18.862576999999998,0.20454979,0.06700325,0.27155304,537.4222074736904,5.993396800494225,18.929579999999998,370.4445642535848,12.925564674730778,18.658028,276.41187241696554,8.076866091751851,0.06613495042942995,0.08016864939481222,0.043137466897305236,18.901476028380493,0.13940149655956563,18.878623284324792,0.43615043659686037,18.969070800905534,0.3652550278108148,-11.618603939892832,-11.913250178205232
6629,3671745074377264256,4.705706117727476,210.81793592477226,-1.12544008485037,-0.6093807369403317,0.7490844575520603,0.590703714917525,-0.289807822257156,0.3800414267282138,19.119987,0.56243515,0.30903053,0.8714656999999999,423.9858214259884,1.6773689871893684,19.429018,233.8557263660911,14.712221372051108,18.557551999999998,303.2122540541857,3.5940526446439867,0.05934729414380565,0.07561975894805653,0.04220723138955039,19.165674372035994,0.04945239034019716,19.382610218966978,0.7863941157581361,18.869525896258455,0.14816570721452893,-11.578778777669836,-11.300301951246212
1854,3672128799639966336,4.965466633159738,210.86510453229184,-0.9339905472538176,-0.4769423118022093,1.1842251986841594,0.8781060318874466,-1.3151157079382474,0.5934495001445866,19.939486,0.6775111999999999,0.46872902,1.1462402,199.32049637816803,1.303269092931037,20.408215,94.90064355696985,10.408675430654435,19.261974,158.4813288054679,13.373542471454847,0.05642890876161147,0.07364428788746226,0.0416699162099511,19.9880911911223,0.08173200427280461,20.363782818233638,1.3709964232758334,19.57448482394188,1.0548200356042063,-10.798373632037318,-10.245944708745295
2221,3672124367234126592,4.8916998873319715,210.96441650968728,-0.8949301256678935,-0.1748615495250609,0.6203361655347521,0.4600943562265211,-0.34462111330597633,0.3407279439342949,19.180204,0.40165138,0.045209885,0.44686127,401.11100985266614,6.283442385944833,19.225414,282.09134923083775,20.820416621317047,18.778553,247.3697088677758,15.775175314436435,0.06409651679020446,0.07887011573847347,0.04289377446524679,19.221142026132537,0.19581369719360336,19.175755464148878,0.9225919492961624,19.089839930683095,0.7971456664318483,-11.38289122386037,-11.520933645759648
2978,3672123203297923456,4.8487040853255285,210.98507613597567,-0.8006534165384287,-0.4311658640086979,0.13879359741185782,0.12356227672609132,-0.02929710649992285,0.0774322873984437,16.568405,0.81779766,0.6938361999999999,1.5116339,4446.149717888801,4.202279162400414,17.262241,1720.5156079133387,33.47720694891845,15.750607500000001,4022.7664882425415,13.576222929070875,0.05275623477311793,0.07148025840704274,0.040811968285734336,16.62068355805192,0.01181437712694652,17.21997319973838,0.2432207443726709,16.06397597278863,0.042185592206105245,-14.160337677066721,-13.27316229503823
5465,3672125432385584768,4.919040062777984,211.0970732916319,-1.0044426237492452,-0.5418069157835143,0.7672353853611401,0.5852743153882632,0.010784518403492371,0.3740258845287616,18.860075,0.5223751,0.33054733,0.85292244,538.6617167464246,1.928325352951464,19.190622,291.2773288892277,16.218430759262194,18.3377,371.2687652261554,10.747980757801175,0.05954880217132376,0.07575941957561733,0.042240591493932805,18.905560920633473,0.044748060169348,19.144073872129063,0.6960046813937774,18.649638374388438,0.36186658306867425,-11.834657006878793,-11.574853177969906
6081,3672125848997129088,4.8978279592556655,210.9874180191787,-0.7699019380473402,-0.7086473874009219,0.7948621864831065,0.6243017379068009,0.025626259890522137,0.4150325585036924,19.488768,1.0350819,-0.3440361,0.69104576,301.88357015456717,2.84769183686602,19.144732,303.8523847941635,28.13860730857886,18.453685999999998,333.6518606751152,21.526606845845656,0.061331343485892885,0.0769962849228384,0.042517849564622054,19.532469962937615,0.11791349871276431,19.09694709190362,1.1575771952407328,18.765348272630384,0.8064771016969776,-11.16335791479872,-11.065699277433247
7309,3672127047293274112,4.8866216791146035,210.85018554442462,-0.6063569530102824,-0.21860781779433516,0.6772988993737499,0.531654051500121,-0.2086570409240467,0.3612796721094183,19.213259,0.33563042,0.02911377,0.3647442,389.0832046632408,2.075356306867084,19.242373,277.71938862472643,10.70399979654646,18.877628,225.79625879896253,7.572011618508602,0.06504600792888193,0.07948631396947796,0.04301034708814543,19.253247781416842,0.06667456606946533,19.192098184721186,0.4817812617239718,19.188797798271043,0.4191838506749981,-11.313317287647205,-11.526377617625823
128,3672130036590560256,5.000505412758622,210.94564631333432,-1.0920540557533505,-1.4331729849396693,0.9805651390614664,0.8379031023677488,-0.16800739279866173,0.4931706558963541,19.743174,0.7205334,-0.14331245,0.5772209,238.8233572885732,1.6420437337239395,19.599860999999997,199.80701631428917,13.252332245798927,19.02264,197.56572939032725,20.47002093834617,0.0626092148577313,0.0778735963919375,0.042698919693809,19.785598787149308,0.08594446918668835,19.551199567092894,0.8290707510086565,19.334122049862888,1.295139913784332,-10.871121763757817,-10.885239936299762
