,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
2363,1571009426679424256,54.42912761444258,187.9069389596928,-3.0856062745234576,-3.937532022501456,0.7924439706452606,0.8520438256186865,-0.6576888133076966,0.6284629170212362,20.320715,0.55597687,0.022462845,0.5784397,140.300730320053,0.8732361285951651,20.343177999999998,100.75901863788076,11.415173769936654,19.764738,99.74085765679514,8.503001386800259,0.03542740831103735,0.04403575172173889,0.02414241186073466,20.390322762422702,0.0778003905078706,20.32835442590116,1.41614789478074,20.09477484230918,1.0656366892365705,-10.272431326798117,-10.270615704605564
3774,1571009976435580288,54.42584989061857,187.7916722416283,-2.143056171266831,-3.618767745978468,2.4732877309134063,3.0486171872583903,-3.5729201187938444,1.8678983592386615,20.852493,0.71160316,-0.019626617,0.69197655,85.97041470834992,1.7818750845664235,20.832867,64.18131116529446,10.678607092594088,20.14089,70.53624295218266,13.245782738539742,0.03470566162500943,0.04354051996017912,0.024040184448915168,20.922821784088573,0.25908259989953236,20.818538017320147,2.079773476637943,20.471029006418224,2.3473363097037954,-9.777926264561291,-9.664549417551669
3830,1571009705853603456,54.396344652897085,187.8482775725037,-2.038834209793552,-2.9410897483864176,0.8164094358309635,0.9268353442819812,-0.5782428803469761,0.7007708116265191,20.443176,0.4176674,0.30418205,0.72184944,125.33593238919369,0.8736136736474973,20.747358,69.44038149565071,8.606380348716769,20.025509,78.44478897977015,6.088458237465233,0.0345176246502347,0.04341041995923325,0.024012253589554812,20.51369338499104,0.08712721653264088,20.733159334721893,1.5492391032687183,20.355677498734916,0.9701820727434433,-10.195981971588413,-10.052898737917051
4252,1571011934940677120,54.50900893572486,187.87707554622656,-3.2197719857185323,-2.391883852023013,0.8972527274057229,0.9669001752500656,-0.5280704263704888,0.7470451500235634,20.554272,0.45640564,-0.0016860962,0.45471954,113.14561744156,0.9240777324548046,20.552585999999998,83.08476398696287,8.256471856439958,20.097866,73.38737296342181,5.701578389688986,0.03622630780704677,0.044571314394830364,0.024247263303550048,20.62307935032839,0.10208943056633336,20.537225209269245,1.2421759809258637,20.427799382684803,0.9711443126140381,-9.99101367240467,-10.107241754735309
4579,1571010526191400960,54.476987678172314,187.79304105180168,-2.033395263647394,-4.027584555448687,0.5645293951357855,0.6729774498015308,-0.2158637133035808,0.5264102236227147,20.113712,0.46839905,0.26018333,0.7285824000000001,169.77027193031884,0.8689122944874701,20.373896,97.94839064027329,8.063333064294191,19.645313,111.33790609606352,7.126935161126283,0.03447535239493437,0.04338113449779218,0.024005896337915868,20.184270536883204,0.06397706475696388,20.3597256039247,1.0290282734082519,19.975486480209913,0.8001469817225914,-10.527355686270457,-10.377559835694328
4947,1570996820951666816,54.346887598100125,188.0118444206129,-1.1619163190521755,-1.7872714755683343,0.1132399704923154,0.09775643912618576,-0.13015391815258304,0.08020330137131944,17.342276000000002,0.35220718,0.22554016,0.57774734,2179.898340404516,29.636921054339584,17.567816,1298.4617206453474,60.21822140530814,16.990068,1284.5194127976847,38.19960235850817,0.03543184349026112,0.044038767469894005,0.024143016953837363,17.411877554643645,0.16994439892573135,17.55298835523626,0.5797073225941841,17.32010530280688,0.3717304890249712,-13.250624568996926,-13.249482816940695
4977,1570990253945290240,54.24363050788864,187.96267408661208,-1.5216279732506326,-2.0248868457808484,0.33576475300936404,0.3643323412624391,-0.8827390587319697,0.2711017468284708,19.23477,0.5599804,0.3220272,0.8820075999999999,381.4508769302453,1.0588116052941616,19.556797,207.89148873090198,13.336358750344822,18.674789999999998,272.17774000126093,8.622324239083955,0.03352314369497643,0.042720783841358675,0.023854531247419337,19.306280312188218,0.034696853164129154,19.543287442960672,0.8018822001659489,19.00511395965861,0.3959877578087397,-11.443593752335723,-11.139992786747822
5631,1571002486012602368,54.32554063302274,187.8531957972941,-2.0481015158320632,-2.4108504169394043,0.9295276650325353,1.0481424685969862,-0.043744320337283364,0.7763045464307486,20.488281,0.44046402,0.08930397,0.529768,120.23584836081922,0.7903973891069296,20.577585,81.19351414476888,10.415936396605584,20.047817000000002,76.84956025381256,5.942855853965079,0.0357401775500404,0.04424736460070345,0.024184434433157164,20.55757489238164,0.08217156113198072,20.562549289009358,1.6035665696821948,20.37781209872594,0.9666379082615262,-10.08693415649465,-10.13207844270287
5799,1570989777205321728,54.25796254466139,188.10167277276653,-0.5108652325292634,-1.742746270055053,0.7354683756364264,0.8347478140192925,-0.24464490421986726,0.6152947970819351,20.276583,0.4697094,0.20212936,0.67183876,146.1212614428095,0.8263557665885303,20.478711999999998,88.93451047172245,7.0800943399208185,19.806873,95.94411760788759,5.6052346765873535,0.03483286249537943,0.0436283353499828,0.024058763656717608,20.346783605617578,0.07069092464958959,20.46429586742363,0.9951275245074859,20.136995353770025,0.7302733633310504,-10.34769348989084,-10.254274680055776
6278,1571002108055064704,54.29117150273881,187.90354988117312,-2.380725872519473,-2.313479190891424,0.9652204720811798,1.096881528515795,-0.33472554416032635,0.7956025819724365,20.542082,0.321455,-0.061561584,0.25989342,114.42311549044426,0.8496968179827401,20.480520000000002,88.78648742816709,12.291977741943981,20.220627,65.54162406898236,7.044636722777983,0.03750942712596321,0.04538734508270597,0.024400375669004323,20.609606151682186,0.09282399084537471,20.46434546800245,1.730552995450016,20.550406627707684,1.3435425240919276,-9.91274233119929,-10.20366444165522
