,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
191,839458126872126848,52.24269020613465,170.23595800206698,-0.8761771894886601,-0.1201657977014791,0.4374495187985302,0.6545774179286356,-0.18026704479704755,0.4458548612829903,19.056759,0.99403,-0.10641669999999999,0.8876132999999999,449.4102625016263,2.096176682429661,18.950342000000003,363.4283058224621,9.856698724420472,18.062729,478.27332762354285,9.292826738340544,0.033488760520368734,0.042697012947709556,0.023848754830042923,19.128303775675178,0.05830353847399278,18.936856113140674,0.3390179908425857,18.393060840705434,0.24287437228924585,-11.622741327185068,-11.31351151550312
565,839465754734024192,52.17606686597395,170.47804574585427,-0.9573957412095216,1.0666058589189855,0.7374460979100668,1.2735308027327144,-0.4378160673933293,0.7374197460060448,20.065681,0.4944687,0.12905884,0.6235275,177.4489924386239,0.7947212100357042,20.19474,115.52056316484631,5.203658363046216,19.571213,119.20183853025013,5.93493636193576,0.0351394592384967,0.04383915159555023,0.02410253909252194,20.135576696381836,0.05598236985697331,20.1801126048439,0.5630662434120781,19.901290076226953,0.6223620829922892,-10.543032514346116,-10.4972133177235
3173,839468950189699840,52.20393042680125,170.38453896944338,-0.3157410171576002,0.8137062263661605,0.7284503777130606,1.2572074139265823,-1.0052294349023791,0.8165125795242141,19.903141,0.72932625,0.13469696,0.8640232,206.10562291547728,1.039752536940126,20.037838,133.4812888051033,6.417653803627982,19.173815,171.8865329633122,7.915079262734278,0.033633649550408436,0.04279725609127525,0.023872942346961086,19.974541749848562,0.06305944751969009,20.024251765766294,0.6009881479529343,19.50412242830934,0.5756035046986264,-10.771465695242327,-10.485933869397506
3991,839444898372821888,52.1280110848124,170.2417611001221,-0.5925600547793248,1.7696830969982438,0.4787716351284456,0.7483003191551365,-0.20302052404170728,0.482107023981423,19.720167,0.46258545,-0.032936096,0.42964935,243.93812990140214,0.890931428604062,19.687231,184.3583852593652,7.020476372232696,19.257582,159.12395985831301,6.061405782569599,0.03638972851311403,0.044678637182908466,0.024267745326994793,19.788811046312507,0.04565355511273338,19.671764123786918,0.47600739467016345,19.587493310100758,0.4761543915170592,-10.814508425738296,-10.95406965391593
4620,839465518512780288,52.15903227925054,170.34375124239847,-0.6049360208703676,1.0393705694387214,0.7285338746765628,1.0840707750085443,-1.1077651471852574,0.7495496139615125,20.03192,0.47554588,0.011396408,0.4869423,183.05370424661118,1.007895970032387,20.043316,132.80950870583456,7.141724225402408,19.556373999999998,120.84225633592787,5.930252580220629,0.03601701494279017,0.04443265975212846,0.024220570842134182,20.100936681000146,0.06882515531306477,20.028094414892298,0.6721774192784754,19.88633236487475,0.6134291058476261,-10.526554346495857,-10.612475777282633
5095,839413115614798720,51.98228413230786,170.45011141518884,-0.7773843038532893,0.4202672839763334,0.7466313147989027,1.3423844975462127,-0.5577450155806002,0.9516359261486472,19.866528,0.61343,-0.047986984,0.56544304,213.17461373437027,1.1403267015500715,19.81854,163.35748205036592,7.411943597268308,19.253098,159.7824527699419,10.401739579079416,0.035510731061191375,0.04409233928609873,0.02415373476946976,19.936050557118204,0.06686576567291183,19.803660083982603,0.5671567277052451,19.58312355625275,0.8137423257965675,-10.721945758386564,-10.732729542527338
