,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
1457,2368502875506986240,-15.862512058205272,6.253150026544326,-1.0329731291137132,-2.6314470672115755,0.2443809359960369,0.14328691219496342,0.06250579287065881,0.13600073152879766,17.503775,0.6147499,0.46455956,1.0793095,1878.6077784487964,1.506487677048174,17.968334,897.8862809075999,6.791119889527953,16.889025,1409.8010276808652,7.6998674947024295,0.05465101429497401,0.07088725910041051,0.03999234411323257,17.554158695161206,0.010023963585763167,17.926659401184843,0.0945431514259156,17.203213098854498,0.06827087070727259,-13.225839338803318,-12.737842749220285
1699,2368496381516435712,-15.933815656484404,6.206704224717297,-0.9036632772109552,-2.7539374559964513,0.2275448730317953,0.1448737540366775,0.0818013533239888,0.14090680858524382,17.496918,0.61726,0.4712906,1.0885506,1890.509610677029,1.7670351413126266,17.968207999999997,897.991639838076,9.666843905178391,16.879658,1422.0173024514106,7.568821980194991,0.05455823999182169,0.07082548357702588,0.03997432700008635,17.547394536251886,0.011683590044537093,17.926593782742167,0.13456199752206902,17.193863471197236,0.06653243570900233,-13.233650685102369,-12.736521020418191
1850,2368496072278791168,-15.955912345200113,6.2221998482832666,-0.8209521136770749,-3.169156118342897,0.34183943894682844,0.2031019416592488,-0.3013094269319121,0.2001704049615544,18.055794,0.6095619000000001,0.43394852,1.0435104,1129.8701146770948,1.3945018574384322,18.489742,555.4668561355827,11.650583643055356,17.446232000000002,843.8691834045029,8.045536689922193,0.05501174685346641,0.07112901879068852,0.0400612543642024,18.10581694913077,0.015427678802675548,18.44782560531618,0.26217999135243614,17.76035092684686,0.11917630196933053,-12.669705056948935,-12.217224998058406
1995,2368502287095130496,-15.91520196361196,6.227931256065916,-0.8126972481373922,-3.150456844959783,0.5896114945135393,0.4142898705409416,-1.1456697455582991,0.4437005250885681,19.048946,0.6088047,0.32356262,0.9323673000000001,452.65528614102976,0.964935906014494,19.372509,246.3492977673642,10.760246687960844,18.440142,337.84018087953723,6.558996633230161,0.05614501141352836,0.07190137450348112,0.040266514587701155,19.097835997440562,0.026646543616024886,19.329820303917376,0.5459852527224424,18.75405523306716,0.2426811923375422,-11.659564157260235,-11.31834017085821
3249,2368497820329125120,-15.973238038784954,6.3453368915192065,-1.179372157243492,-3.2745571279299734,1.1464374083042632,0.8064373569294041,-0.19857124956870295,0.7005559789348291,19.969753,0.58773994,0.3556614,0.94340134,193.84073210200614,0.7205655460216348,20.325415,102.4211431723827,5.410547575175049,19.382013,141.89346772518456,5.666025571536293,0.05603161363810572,0.07182340073017983,0.04024670654454445,20.018755782897777,0.046466339801742924,20.282802552024393,0.6603308906234183,19.6959472871269,0.4991443283448131,-10.740727784053849,-10.388414592869523
3474,2368498060847295360,-15.968004976049128,6.310106325956338,-1.0265459222240525,-2.4481855558981733,0.2474992507947433,0.15241356814421056,0.03557384173694802,0.13425506287818784,17.555925,0.48330116,0.30978394,0.7930851,1790.5065131256101,1.5028490275544857,17.86571,986.8966544963192,6.489701824388819,17.072623999999998,1190.4692998213452,6.0568557975565405,0.05759289795922224,0.07290401224271985,0.0405063599258976,17.603367339202432,0.010491786936668461,17.822016795880263,0.08219834613408632,17.386298139651085,0.0635973539853726,-13.122373071033469,-12.921288254266184
4040,2368492597648885120,-15.999366901427715,6.2015303474418415,-0.3872920528706549,-2.9551617551155864,1.1863599692162283,0.6493207697075174,-0.07514833551093585,0.6547913687411916,19.721220000000002,0.63456345,0.41179848,1.0463619,243.70144215539813,1.070559171500787,20.133018,122.27791872630341,4.039175814829429,19.086657000000002,186.25392967128477,5.5092534527469805,0.05498293604012202,0.07110962401364349,0.040055816646748364,19.77127181590288,0.05491140932693663,20.09112028084334,0.4129093642686195,19.400780572197714,0.36974075275016577,-11.004631050945651,-10.549315201732629
5644,2368503524045739008,-15.841109471525,6.2059279602140505,-1.3591805093835558,-2.5748851510637745,1.2218413220029254,0.8393329110143956,-0.29976920203638635,0.7571006906743118,20.006135999999998,0.6012325,0.31044197,0.9116745,187.45273957419846,0.8324133163801745,20.316578,103.25801518474123,5.7044291693799565,19.404903,138.93333687576867,4.830298856499852,0.056358195441221344,0.07204827157733398,0.04030333322013094,20.054812324789914,0.05550821224799202,20.27374229635701,0.6905552512284439,19.718780500166933,0.4345878178988645,-10.698511356951094,-10.378102927634075
6720,2368550665606782080,-15.833579870555699,6.140021884779337,-0.5159500418130274,-3.1798130204559447,1.4583360851614748,1.0239415026111494,-0.2530320638005347,1.0846844795536776,20.160059,0.55503464,0.1764164,0.73145103,162.6758139222125,0.8160842941825004,20.336475,101.38299494112972,5.292827589414577,19.605024,115.54683819489031,5.9883614043782405,0.058243150886246146,0.07335546516540085,0.040606771183577986,20.206849378279344,0.06270786929739379,20.292331743558282,0.6525783234762366,19.918598063783126,0.6478283501662983,-10.50173405681317,-10.362371899940857
6764,2368499607035545600,-15.892772432618784,6.301977250606762,-1.0036143192706328,-2.8149190837341127,0.20847183834266736,0.12927559254808088,0.031804026891921,0.12000633000342685,17.244106,0.58618546,0.43872452,1.02491,2386.184558100588,1.6678241472717736,17.68283,1167.9457273539106,4.99652610737536,16.65792,1744.2136371779104,6.669367806115086,0.05520000771832074,0.07125609156127294,0.04009650987186982,17.293939915042984,0.008736877359348975,17.640787252821287,0.05347558099612486,16.972004295854116,0.047796379869684,-13.478994019200929,-13.045041666530363
