,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
20,3696814008210774528,0.6680737767302152,187.40412057409748,-0.06702563333073885,-1.5896621433199325,1.4320555975719598,0.92324871241362,-0.18173108203362365,0.6701649794964971,20.224998,0.5078888,0.2633934,0.7712821999999999,153.23099406804545,0.8076483791434685,20.488392,88.14511213973591,6.131924120962998,19.71711,104.21360856154598,5.402002525160729,0.04995712937649114,0.06311089104467398,0.0350177902185763,20.280076323059305,0.0658848740145234,20.45449352240374,0.8695780134753949,20.036271124050025,0.647948310173239,-10.441015712130174,-10.257388766912058
409,3696815309584531840,0.7272347251424813,187.38062554687187,-0.15750608215499642,-1.9018305461872296,1.3167174985812435,0.6639738726032182,-0.6726831115413022,0.5699730267206193,19.947360999999997,0.4082737,0.10995102,0.5182247,197.88011000459247,0.8060157984472915,20.057312,131.10845196237344,5.368636063323511,19.539087,122.78151543610608,4.999444278429931,0.05230226125095192,0.06471967383532849,0.035352628519239676,20.00009238094109,0.05091566545196138,20.021803602234986,0.5118506838201634,19.857914898041816,0.5089777012313773,-10.636273256024904,-10.701267444587874
1249,3696817302449367296,0.7703604478512353,187.44843462763146,-0.4911893628741756,-2.2507436854692924,1.3881964217444496,0.7925432227361083,-0.1174314702822186,0.5774109199781617,20.158134,0.6906414000000001,0.35761642,1.0482578000000002,162.96435657578886,0.7797673344019221,20.51575,85.95179218024876,6.075712620635003,19.467493,131.15071533250304,6.083078434766563,0.04748694298786236,0.06141181935731443,0.03459445781947765,20.21568149132717,0.05981118745736897,20.48355083917058,0.8835930680615824,19.787078882941,0.579779380095668,-10.56102240432135,-10.099640763790255
1253,3696819879429745792,0.7710124308418409,187.3807855419618,-1.2994420890376552,-1.6694558080282982,0.8922767687551253,0.5734023428800841,-0.5329859077424478,0.4307688943935575,19.488802,0.31469154,0.05301857,0.3677101,301.87402986045237,0.9968241929941876,19.54182,210.77883438783616,6.758295173736847,19.17411,171.83997432379533,5.684547724971613,0.05373439971594278,0.06565998670553022,0.0355324031864918,19.540101219295018,0.04127649674994362,19.505372516986743,0.40079303938206884,19.492757098994762,0.41350591934012904,-11.03085289248428,-11.23559138769317
2279,3696821631776423808,0.8610424003965416,187.3865820020844,-0.5462538836826342,-1.4323689992882278,1.3909201819129808,0.7321066386364206,0.0055621074467897035,0.6325710526937909,20.103054,0.53598976,0.26556206,0.8015518,171.44498991874502,0.904070271497532,20.368616,98.42574605249092,2.9967564412984515,19.567064000000002,119.6582398746935,6.939340553268887,0.04968212133711983,0.06291990811421097,0.03497462934338369,20.158405882688353,0.06591547760640373,20.334908303480262,0.3805859444159391,19.886268845023547,0.7249125259296588,-10.570668885054804,-10.356677643739559
3142,3696821837934856448,0.8678254252810271,187.37833239762645,-0.4711924574922795,-2.732593831360156,1.8002480714591036,0.9345139319454414,-0.7546403124518373,0.8155853639743806,20.435102,0.5579261999999999,-0.10652161,0.45140457,126.27145615017858,0.7628986279354968,20.32858,102.12285485428,11.009584540738276,19.877176000000002,89.9284892696751,6.574227052519416,0.05293473387745303,0.06514046856816719,0.03543404380309205,20.48720229427659,0.07552168272972136,20.292652163816484,1.3475906735627334,20.195922712053747,0.913813173376682,-10.121491374009395,-10.249523845236745
3368,3696807097607017984,0.5896512853988055,187.29974164978594,0.5400980106942155,-1.8334971286160704,1.1557582971615394,0.6514359854903047,-1.0709504564610834,0.6467114487862778,19.834042,0.35733986,0.08980751,0.44714737,219.64921113578015,0.8381917210009608,19.92385,148.25706248634236,7.686092551361171,19.476702,130.0431765089775,5.923176282968633,0.05297521060561417,0.06516712130809596,0.03543914161516784,19.886100669776344,0.047700587943542476,19.88789440141245,0.6480376400339465,19.795441935187423,0.569347085519682,-10.720756539768928,-10.852752950713125
5550,3696814588030009600,0.6705759879051044,187.3314807868655,-1.6298324958412187,-2.2178517147561614,1.3047044900496052,0.7057658823287589,-0.7723091452454591,0.5961913018798676,20.051064,0.42450523,0.051670074,0.47617529999999997,179.854326551893,0.7992099084734048,20.102733999999998,125.73661172183606,6.962459265650871,19.626558,113.27779067509307,4.059325583189469,0.05269964628907784,0.06498498520512885,0.03540417283835463,20.103398129683892,0.055545641005389605,20.066960632162353,0.6921670596084759,19.945333901857364,0.4479392605334873,-10.51580983859142,-10.620642828197205
5790,3696814897267660032,0.6883531684452484,187.36697123288624,-1.0873098752240526,-2.2802180241294154,1.3600051010550638,0.8541111987038987,-0.16248584031902827,0.6476813016688163,20.16391,0.5040226,0.13894272,0.6429653000000001,162.09983876399306,0.9084532389167204,20.302853,104.5717069591798,8.630965783358699,19.659887,109.85320071474081,6.883332657711753,0.051136154524011414,0.0639265261614961,0.03519312380509292,20.217807388304465,0.07005352733874166,20.268137980809033,1.0317042288895417,19.978875088267525,0.7832421600971277,-10.464317332611738,-10.408283211266788
5980,3696814725468969472,0.6903469984636351,187.3413305664564,-0.991217323192044,-1.5957470003340994,0.5824050648777963,0.3236542096939058,-0.2694960364825184,0.2648618840934506,18.851532000000002,0.63450813,0.3999462,1.0344543,542.9166157147268,1.1228009531170704,19.251478,275.4001833989858,6.228138120428272,18.217024,414.9144763337156,5.787019861110867,0.04760753665220298,0.06149305586931445,0.03461714966127731,18.908959630240116,0.025851137187037236,19.219196381297007,0.28268581939383014,18.536586381353946,0.1743437560990391,-11.865906048796425,-11.418243588048938
6031,3696814862907922560,0.6905101340670863,187.38675874588242,-0.08690113093327435,-2.0610283853551183,1.230476095718448,0.6984817392765482,0.07489249209802744,0.5762384443094043,20.015179,0.48378563,0.19821548,0.6820010999999999,185.89818767697702,0.7116780869839481,20.213394,113.55270991544049,5.665720467986382,19.531392999999998,123.65478279278324,6.350039720082693,0.05077523983133228,0.06367778985998976,0.03514105011289915,20.06943687053888,0.04785402266942645,20.17892845253797,0.6236883813919418,19.850431652584916,0.6419120612103505,-10.625417088914467,-10.530818560302492
6570,3696814386167865856,0.6666605820825888,187.34158724765626,-1.788618120560374,-1.902407749399457,0.15099527461575707,0.0937912216131966,-0.005267592292589074,0.07336157790242033,16.453568,0.6511821999999999,0.4995308,1.1507129999999999,4942.184450998948,2.7903295717410668,16.953098,2287.261382644743,10.5608026488065,15.802385000000001,3835.427544793468,10.68442895311319,0.04660037658318821,0.06082473132997068,0.034420349188914685,16.51200224841447,0.007057429764628338,16.92148577478127,0.057715324585001754,16.12214519359594,0.034821505648102824,-14.275251760439925,-13.713075024541677
6688,3696816860069031808,0.7589558854756708,187.41084670147114,-2.0884367677574978,-2.2286048389062527,0.11392369432904068,0.07356549838861676,-0.010028887456877205,0.056887026094207864,15.820051000000001,0.64471626,0.4800415,1.1247578,8857.79634259957,4.7272282495111035,16.300093,4173.671962442802,17.26002308217294,15.175335,6833.356387929528,11.786180164212439,0.04682353903641392,0.06097062936976336,0.03446542138832984,15.878262233922504,0.006670999290727322,16.2683335909218,0.05169315903803939,15.49504939967375,0.021560012926136126,-14.906836134881301,-14.369996695651485
