,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
507,3660749953804161792,0.3658710564899189,209.5838581746744,-0.9042416230038408,-0.1297087800267053,0.6673035642363506,0.443145175059966,-0.39290073788381336,0.4540463875488446,19.337593,0.42827797,0.22608185,0.6543598,346.9834051278176,2.210403834285481,19.563675,206.5784475956156,6.625213871779957,18.909315,219.30159313472345,8.715972579785323,0.08846732995088465,0.11081495318427406,0.061065839338687956,19.354160908387183,0.07962930653236999,19.48207252320026,0.40088970732979373,19.202429694017592,0.49680285350405795,-11.324726463811093,-11.278105451662757
2781,3660730059515335936,0.21113897690456987,209.58081400326327,-1.4402957659933315,-0.2347735983750777,0.5799442850654599,0.3505350008619219,0.07668415144211997,0.34410230672439024,18.944315,0.5880451,0.4949379,1.082983,498.4487952676702,1.6055565300551988,19.439253,231.66175062608173,8.669543018179445,18.356270000000002,364.9723804911708,10.712580344118305,0.08180655812701854,0.10623037335743915,0.059952876724196066,18.967542065218137,0.040263828132862785,19.362233791879586,0.4677910247780121,18.650497122779345,0.3668969529181078,-11.811071921578105,-11.33461500142797
3550,3660752908741686144,0.4560053558270354,209.58143035212242,-1.387588687522625,-0.7813751558979659,0.3291782676168372,0.21774941377491813,-0.14353331453653245,0.18018523558721866,18.17236,0.6824074,0.5271759,1.2095833,1014.8522928916417,1.968708152206352,18.699535,457.86850098052287,10.726500547552426,17.489952,810.5639171160982,25.24871151305264,0.07992435003222023,0.10500339558013988,0.059569426008094256,18.197468556783424,0.024248703062453397,18.623744686149237,0.29283791428602546,17.78456240679452,0.3893695330481296,-12.592400772526695,-11.991787526212857
3773,3660727173297313792,0.21348407307792325,209.61968008584,-1.4600677608779835,-0.8579528892034328,0.4529299559957692,0.29043832227078364,-0.40775358772412784,0.31672110212944005,18.697298,0.46927452,0.10255432,0.57182884,625.7877329694661,9.783580725326416,18.799851999999998,417.45983173893546,42.31129119667505,18.228023999999998,410.73186136046206,24.61857855527089,0.08979793129868537,0.11172640256602519,0.06125197710058625,18.712534454657206,0.19542530577624365,18.71733686311474,1.2669270184758465,18.520952039588455,0.7492290247987786,-11.936431664992831,-11.970433468626084
3800,3660756555168778496,0.5246430424060309,209.58138672486683,-1.563986883760326,0.10643142258662476,2.108650788227614,1.7057914576056046,-1.4716605765997133,1.151014529851463,20.749447,0.6048374,0.22553825,0.8303756999999999,94.52956906015852,0.9829861906978544,20.974985,56.30684714431524,8.686844066550826,20.14461,70.29491794376945,10.387404839131511,0.0856800913745714,0.10888168951928796,0.06064047784811191,20.768800713516306,0.12998395640525492,20.8953152853337,1.9284608593619001,20.438149701378947,1.847111630360078,-9.962428467571758,-9.739915063836644
6398,3660751671790822528,0.40406584958802605,209.60188433270733,-1.3429136391851628,-0.90777892226851,0.5414446001392613,0.3724950519734982,-0.7433620262346705,0.3199450137037079,18.945288,0.41590309999999997,0.24453354,0.66043663,498.0023141698159,3.013856130305682,19.189821,291.49229676878184,7.497252823624219,18.529385,311.1817266101018,10.276964336577445,0.08836994459417842,0.1107478059018899,0.06105181395853913,18.961951653180996,0.07564864772089128,19.108284488599086,0.32150304256458645,18.82251297059282,0.4128200444371717,-11.7190034302788,-11.666387647968879
7722,3660750159962594816,0.37712092011727294,209.5709949620132,-0.2109794419835364,-0.5217292716121886,0.9839357833732726,0.4497369626082552,-0.2931181825821232,0.44821665008173983,19.076715,0.49296759999999995,0.1796112,0.6725788,441.2248377864255,1.9444825574076408,19.256327,274.1730247116855,13.920678516872533,18.583748,295.9844664861338,13.934503546963436,0.08817560211230777,0.11061366277551507,0.06102365441924097,19.09357451760393,0.055087633075091805,19.174924529062682,0.6346666731487909,18.876904046787928,0.588481201074121,-11.591457569198521,-11.526838931219501
7821,3660739748961605120,0.395731140769846,209.6770360654467,-1.3983992123048201,-1.016951208772402,0.6739509907453395,0.4423101525352617,-0.4152755044742497,0.4140542359170152,19.13089,0.60954475,0.35832977,0.9678745000000001,419.74930124453374,1.3399246215084797,19.48922,221.24174559508813,7.17682040903436,18.521345,313.4942585031905,8.755999803641949,0.08355259984811253,0.10741174030191482,0.06027834430716045,19.152372445547133,0.03990252686352533,19.411020568724027,0.4054852074667467,18.81524767733115,0.3491291932046993,-11.608741062232994,-11.247515839557643
9134,3660749747645724928,0.34038199146676484,209.57986090492057,-0.9935374691930436,-0.28491867307660984,0.5512860976945488,0.366795709451524,-0.10454854497572813,0.3734321734661826,19.068502,0.50382805,0.35413933,0.8579674,444.5756166060896,1.5500833425880816,19.422642,235.23337611816444,4.770397645031179,18.564674,301.2300582357082,16.40310324016432,0.08524959611227848,0.10858279160964039,0.06057001643874406,19.08828630512278,0.043583230970399595,19.34326985412776,0.2534928144420114,18.85828421916706,0.680671748705815,-11.64971862370917,-11.399374376835247
9996,3660749919444155008,0.3720223343883815,209.6087073748681,-0.9791156046572644,-0.7782404115382056,0.2941069482771774,0.2013773487405004,-0.5782456786898555,0.19185404723835595,17.993444,0.63147926,0.43130112,1.0627803999999998,1196.6537766288284,2.122626512422388,18.424746,589.734847892405,11.255361587588034,17.361964999999998,911.9732740254125,7.413117739098346,0.08211064586349125,0.10643368022214507,0.06001154748182063,18.01636806468998,0.02217252134533618,18.347524341438046,0.23856826563269187,17.656133174442093,0.1016082097775896,-12.759673520539668,-12.303317230048965
