,source_id,dec,ra,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,g_rp,bp_g,bp_rp,phot_g_mean_flux,phot_g_mean_flux_error,phot_bp_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_rp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,a_g,a_bp,a_rp,ab_g,photo_g_mean_mag_error,ab_bp,photo_bp_mean_mag_error,ab_rp,photo_rp_mean_mag_error,mag_r_DECam,mag_g_DECam
3902,3942328941737908864,20.50544602790148,192.42829547775705,-0.6094115478262493,-0.8105202085620316,0.10163168441256984,0.06598078548596645,-0.08888599912607764,0.05898728674657858,16.078894000000002,0.9153880999999999,0.89476395,1.810152,6978.932323294172,9.230447794962208,16.973658,2244.3578798387166,15.086296424776414,15.163506,6908.2125313687975,25.811278380752825,0.05427757428605803,0.07644274576808265,0.043439137356658365,16.129649958543094,0.0165327004321151,16.926426980117178,0.08402345588630311,15.474246637183573,0.04670397418932362,-14.594517859110798,-13.486336769533985
1331,3954345156425329664,20.726984581104386,192.30408719490703,0.12000247929190057,-0.970695911283586,0.5627851124525133,0.28181255084396545,0.04319336167280537,0.3308738587685853,18.757162,0.59793854,0.42626953,1.0242081,592.2175085784153,1.3908926004764028,19.183432,293.2128143428353,12.00690655732464,18.159224,437.6010012658738,4.8377239981373705,0.06271124284150628,0.08096496161637787,0.045560545642824225,18.799485649868974,0.029357722887473434,19.13167767226059,0.511868256177479,18.467843686790157,0.1381887833935196,-11.972733075457985,-11.543693610137925
1556,3954343786330718848,20.666594938053148,192.3692075035114,-0.6225602477747336,-1.0007726312697969,1.7785867486831426,0.9229537877231546,-0.06700169808183988,0.7548298050951853,20.168955,0.3541298,0.13541031,0.4895401,161.3482766478914,2.3962654565815753,20.304365,104.42607655726412,8.936449776560716,19.814825,95.24408296967978,8.239605203140838,0.06911925155273167,0.08536582946853934,0.046552223594029336,20.20486992072448,0.18564386821829212,20.24821176747647,1.06971003689632,20.122452764708424,1.0813801952615594,-10.416054015806019,-10.517016505414315
1639,3954370135955513216,20.98169226706809,192.35024096814868,0.17790596199232814,-0.3418162953082297,0.7939346256261903,0.3888949945242214,0.014924096967561752,0.4024340287589212,19.302183,0.47213554,0.20769120000000002,0.67982674,358.4867796423012,1.8040526661065068,19.509874,217.0728959463467,8.63565569036428,18.830048,235.9112119540913,7.955053910028896,0.06678273063779679,0.083775964664952,0.04623143183555838,19.340434408643205,0.0629051323701042,19.455310034918593,0.49727855547766836,19.137997113851235,0.4215067738904755,-11.350868635761259,-11.26729008666706
1661,3954342686819444480,20.633995120037184,192.24794825377418,-0.047006583752640746,-1.0109734342371042,0.915535420825848,0.5052211822697875,-0.07243436284783299,0.6107751008611256,19.526037,1.091156,1.2379093,2.3290653,291.6966247902186,1.1497205415323528,20.763947,68.38752388499132,5.942956076140336,18.434881,339.4807521583928,8.942333760847722,0.049458653698365405,0.07639706631883472,0.041441433207991304,19.581612836434083,0.04926867693272098,20.716760735013622,1.0862646683433672,18.747620677455195,0.3292651241636324,-10.92704275245508,-9.606765460603114
2931,3954343163560422784,20.621502938317498,192.3320934500794,-0.5561789832318449,-1.2075050557666973,0.7555687896538802,0.4787461249898729,-0.28481052541683016,0.4518196682932327,19.317408,0.60687065,0.38414574,0.9910164,353.4948680473577,1.2208508784971774,19.701553,181.94240291655083,9.179374670915816,18.710537,263.3621291727648,8.748957446302184,0.06309439816852896,0.08122522187379431,0.04563095488604199,19.35934781883929,0.043170742663144544,19.64953996275727,0.630651137651925,19.01908573352451,0.4152532044842186,-11.407719825682129,-11.011887028130033
3675,3954343816395494784,20.65778750532521,192.3315746887481,-1.0615293346644985,-1.3191260248028622,0.5236240319152116,0.2902011700599019,-0.07094480528658548,0.2795990316834197,18.62784,0.11981583,0.06598282,0.18579865,667.1298954286721,1.383086284184078,18.693823000000002,460.28428140097435,7.622852666296997,18.508024,317.36427655865504,8.41809189259682,0.07296622747446553,0.08778900591908771,0.04700725332336917,18.65990776578691,0.025914861064938483,18.63524563384674,0.2070147997204902,18.81519764736078,0.33156267554269747,-11.811889791969314,-12.180318835219811
3760,3954343786331073536,20.671061966072518,192.3729220383612,-1.4792574926160094,-1.728458581921387,0.4609722970402959,0.2686735436534932,0.03610465786662381,0.2468352285180403,18.228071,0.6017399,0.41800117,1.019741,964.0913063407196,1.76512478111007,18.646072,480.97950440592314,14.752556859273376,17.626331,714.8834760657589,7.183098716632421,0.06276269102251325,0.08099979772188955,0.045570098823816824,18.27034189236842,0.02288586114070633,18.594283775964406,0.3833987915320541,17.934941754106063,0.12559911784790784,-12.501216815496381,-12.07663905957929
3985,3954369964156810752,20.96853426696801,192.36018388266862,-0.24174667011983356,-0.6871284982786294,2.424705038373064,1.2192916671905802,-0.7064562327797036,1.8768432793470389,20.618914,0.3750763,0.24219894,0.61727524,106.6058814537521,1.0678586739708338,20.861113,62.53316632951853,6.597445352917418,20.243837,64.15536786549559,7.986174351777906,0.06754425531210592,0.08430006962621786,0.04634037406695614,20.656402831168617,0.12521104129162114,20.80602388167615,1.3187892402073844,20.55167712704598,1.5560222428544976,-10.013754097944268,-9.991795575101008
5631,3954344950266964864,20.70097211338453,192.29471786628903,-1.3407971983498814,-1.9144653842107275,2.3443831474749945,0.9660297614767988,-0.4026315427729987,1.3725070098018268,20.615076000000002,1.2737656000000002,0.93857574,2.2123413,106.9832520494314,0.9255249698439972,21.553652,33.04414460106078,5.709328917712612,19.34131,147.31384835142524,6.959673820038883,0.05048591003071858,0.0761287171964289,0.041939539382741704,20.669624601639725,0.10813900214684541,21.506734997889467,2.1597354790995755,19.653551523247426,0.5905481645076063,-9.900493250213042,-8.604140475616592
