,SIGNIFICANCE,RA,DEC,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,DELVE_FOOTPRINT,DECALS_FOOTPRINT,EBV_FLAG,PMRA,PMDEC,RR_LYRAE,NSTARS,MAG_AVG,MAG_MAX
0,18.34715843,183.0816297,49.40788291,139.008313,66.48167745,FALSE,TRUE,FALSE,TRUE,FALSE,-0.073864648,-0.01324131,FALSE,40,19.8065957,17.85038
1,17.86355019,180.0903094,-27.94230771,289.377216,33.58148965,FALSE,FALSE,TRUE,FALSE,FALSE,-0.6657019,0.465125879,FALSE,45,19.72189742,16.752312
2,17.07284355,145.6362812,76.79781158,134.8284407,35.58970688,FALSE,TRUE,FALSE,TRUE,FALSE,0.526405216,-0.393949142,FALSE,33,19.7511783,17.51887
3,16.57918549,181.7612655,41.7460392,151.9659419,72.78729293,FALSE,TRUE,FALSE,TRUE,FALSE,0.056893415,-0.197068018,TRUE,13,19.53174877,17.948593
4,16.42457581,26.40353856,-26.26595052,211.9286245,-77.87502692,FALSE,FALSE,FALSE,TRUE,FALSE,-0.130536387,-0.061055424,FALSE,31,19.68562061,16.378525
5,16.37262154,149.7776889,38.71132286,183.8263919,52.40969658,FALSE,TRUE,FALSE,TRUE,FALSE,0.059186748,-0.052181691,FALSE,16,19.70912425,18.3215
6,16.25366783,191.8194022,50.96001217,124.5525502,66.15514706,FALSE,TRUE,FALSE,TRUE,FALSE,-0.069968698,-0.086784684,FALSE,17,19.98866735,18.995295
7,16.19381714,178.62896,-29.34463036,288.311311,31.90592146,FALSE,FALSE,TRUE,FALSE,FALSE,-0.66549172,0.383033207,FALSE,70,19.53205726,17.387762
8,15.96842194,114.4803787,38.61398924,180.6420645,25.128242,FALSE,TRUE,FALSE,TRUE,FALSE,-0.041225409,-0.904109843,TRUE,3728,19.50980092,13.680497
9,15.80805588,196.4608781,30.74378498,82.70980551,85.20428802,FALSE,TRUE,FALSE,TRUE,FALSE,0.152310471,0.142177793,FALSE,18,19.84193039,17.318617
11,15.74065495,48.15638978,32.92291573,154.2831874,-21.21654208,FALSE,TRUE,FALSE,FALSE,TRUE,-0.085116142,-0.722013006,FALSE,578,19.17413648,14.302345
12,15.44749165,53.98553676,26.38291451,162.8922996,-23.44983808,FALSE,TRUE,FALSE,FALSE,FALSE,0.032731883,-0.711673795,FALSE,276,19.0560357,14.893813
13,15.37070751,103.6084058,54.56944225,161.7022827,22.2276744,FALSE,TRUE,FALSE,TRUE,FALSE,0.189036,-0.601929535,TRUE,4778,19.36472518,13.98584
14,15.28338146,54.52989945,30.11244395,160.7427726,-20.26225914,FALSE,TRUE,FALSE,FALSE,TRUE,0.057153823,-0.934872284,FALSE,4525,19.19900406,12.063037
15,15.27869606,178.5992001,-29.34844016,288.2829469,31.89554873,FALSE,FALSE,TRUE,FALSE,FALSE,-0.674755937,0.382947615,FALSE,53,19.39824013,17.387762
16,15.21586132,153.9450136,40.87430826,179.4528665,55.28730043,FALSE,TRUE,FALSE,TRUE,FALSE,-0.039778424,-0.041659562,FALSE,64,19.69185411,16.763525
17,15.1769762,200.2156664,40.45065786,100.2640928,75.35584741,FALSE,TRUE,FALSE,TRUE,FALSE,0.034641934,-0.119328302,FALSE,10,19.4316866,17.855528
18,15.16069889,119.2895967,61.40414799,155.4651759,31.38905637,FALSE,TRUE,FALSE,TRUE,FALSE,0.163296226,-0.407887161,FALSE,21,18.92798162,15.875926
19,15.07111454,79.76135511,0.004361261,201.9225807,-20.43312205,FALSE,TRUE,FALSE,FALSE,FALSE,0.334170609,-0.292564148,TRUE,7436,19.22272481,12.254251
20,15.06430817,53.62085399,29.90899942,160.2234502,-20.91393498,FALSE,TRUE,FALSE,FALSE,TRUE,-0.069952605,-0.957873678,FALSE,1126,19.17548189,14.262096
21,15.04899406,103.9889184,53.72720712,162.6431807,22.20967964,FALSE,TRUE,FALSE,TRUE,FALSE,0.15239516,-0.629364315,FALSE,2915,19.36628643,13.98584
22,14.95698833,48.93640065,31.18098519,155.9218499,-22.29128082,FALSE,TRUE,FALSE,FALSE,TRUE,-0.048957953,-0.779370984,FALSE,263,19.12313058,16.40907
23,14.92291164,132.2591797,66.98712269,147.8943978,36.1920649,FALSE,TRUE,FALSE,TRUE,FALSE,0.606152526,-0.522102282,FALSE,41,19.57469739,17.807886
24,14.79793739,74.15677168,4.502401632,194.6912226,-22.97415656,FALSE,TRUE,FALSE,FALSE,FALSE,0.148169016,-0.49638374,FALSE,64,19.28612889,16.95746
25,14.71706295,83.0358543,-6.934916548,210.1091265,-20.77298386,FALSE,TRUE,FALSE,FALSE,FALSE,0.189111891,0.031124674,FALSE,3711,19.32721857,14.963004
26,14.66014767,102.670521,53.79322991,162.3364605,21.48115884,FALSE,TRUE,FALSE,TRUE,FALSE,0.170753331,-0.645057193,TRUE,3667,19.34833719,14.126614
27,14.55242252,158.1096969,59.05069375,150.1232028,50.09712678,FALSE,TRUE,FALSE,TRUE,FALSE,-0.00205033,-0.273812574,FALSE,21,19.73732138,15.432815
28,14.51700592,154.9836098,47.63654375,167.8373453,54.12427165,FALSE,TRUE,FALSE,TRUE,FALSE,0.158857197,0.018502219,FALSE,25,19.7805878,18.294756
29,14.51237297,72.76510542,4.399581656,193.9790727,-24.20286427,FALSE,TRUE,FALSE,FALSE,FALSE,0.054781712,-0.477812353,FALSE,337,19.22615734,14.941926
30,14.46333694,203.1002018,39.94551261,91.99550726,74.62538385,FALSE,TRUE,FALSE,TRUE,FALSE,0.071460562,0.019077614,FALSE,37,19.70943081,17.193476
31,14.45286942,185.6589793,51.11079699,133.82995,65.40367621,FALSE,TRUE,FALSE,TRUE,FALSE,-0.131505452,-0.053358772,FALSE,15,19.66285547,17.743095
32,14.44982624,48.30041602,33.45925129,154.0739969,-20.70271155,FALSE,TRUE,FALSE,FALSE,TRUE,-0.100993642,-0.747706612,FALSE,4623,19.09921027,13.135736
33,14.41442871,199.2049197,44.25077349,107.9784974,72.1331065,FALSE,TRUE,FALSE,TRUE,FALSE,-0.011316186,0.005585935,FALSE,52,20.03835592,18.14378
34,14.41136837,198.057771,36.3986248,98.77582244,79.73460096,FALSE,TRUE,FALSE,TRUE,FALSE,-0.040436862,0.11507557,FALSE,22,19.90304041,18.093117
35,14.35732269,199.6713045,36.10277335,91.78948813,79.32134129,FALSE,TRUE,FALSE,TRUE,FALSE,0.227641132,0.024514458,FALSE,9,19.95581433,18.507708
36,14.33236885,174.3415153,50.45469605,149.1292185,62.73849703,FALSE,TRUE,FALSE,TRUE,FALSE,-0.015708128,-0.050231367,FALSE,17,19.79865371,18.59182
37,14.32896709,53.00321606,29.26611826,160.1988486,-21.75133575,FALSE,TRUE,FALSE,FALSE,TRUE,-0.001873044,-0.839950701,FALSE,1295,19.18298981,13.945945
38,14.2814064,177.9728848,48.31320997,147.6268598,65.86050839,FALSE,TRUE,FALSE,TRUE,FALSE,-0.107295057,0.099744979,FALSE,24,19.74928587,18.569006
39,14.22241211,202.9921389,40.07163713,92.52801952,74.57285769,FALSE,TRUE,FALSE,TRUE,FALSE,0.123752415,0.067343293,FALSE,8,19.67555925,18.960567
40,14.1964798,95.3893466,63.14476632,151.5533424,20.76508257,FALSE,TRUE,FALSE,TRUE,FALSE,0.164323676,-0.354218212,TRUE,4733,19.41307297,14.24071
41,14.18006802,165.1100614,59.44348449,145.8000516,52.47460868,FALSE,TRUE,FALSE,TRUE,FALSE,-0.089791305,-0.171437985,FALSE,8,19.531515,18.845163
42,14.16933441,51.38938004,28.97252349,159.1845189,-22.84365201,FALSE,TRUE,FALSE,FALSE,TRUE,-0.172500059,-0.858446935,FALSE,298,19.08187367,13.681162
43,14.16765213,207.0912794,34.95134369,69.1516172,75.53604647,FALSE,TRUE,FALSE,TRUE,FALSE,-0.006211035,-0.125987828,FALSE,16,19.91693906,18.47895
44,14.12895393,188.4085035,42.48972142,135.0768026,74.21610937,FALSE,TRUE,FALSE,TRUE,FALSE,-0.114964355,-0.047770408,FALSE,43,20.02920779,17.880873
45,14.07139683,211.1258768,42.78420192,84.19216886,68.43256026,FALSE,TRUE,FALSE,TRUE,FALSE,-0.140373202,-0.075891957,FALSE,17,19.77572529,18.630213
46,14.05921364,182.6089677,41.73891341,150.194505,73.14916428,FALSE,TRUE,FALSE,TRUE,FALSE,-0.206149654,-0.085673617,FALSE,12,19.33015108,18.211517
48,14.02525234,12.86007538,-38.52960747,302.9295608,-78.59864493,FALSE,FALSE,TRUE,TRUE,FALSE,0.008213223,-0.161864325,FALSE,11,19.53141491,17.467707
49,14.02137756,217.8242282,32.96049408,54.13266514,67.67648569,FALSE,TRUE,FALSE,TRUE,FALSE,-0.052374675,-0.040030654,FALSE,92,19.8161878,16.93816
50,13.98618889,159.1029608,61.3399085,146.9125531,49.02555759,FALSE,TRUE,FALSE,TRUE,FALSE,-0.015428029,-0.013015983,FALSE,24,19.83484033,15.219073
51,13.96883774,156.6070947,48.00593062,166.5341526,54.99242635,FALSE,TRUE,FALSE,TRUE,FALSE,-0.303294155,-0.055497164,FALSE,6,19.31369533,17.765507
52,13.96090412,99.62049781,66.6443206,148.5003525,23.49608045,FALSE,TRUE,FALSE,TRUE,FALSE,0.060664447,-0.300785285,FALSE,150,19.51937289,16.062227
53,13.94086266,158.7392945,44.88307214,170.7179124,57.54578136,FALSE,TRUE,FALSE,TRUE,FALSE,0.091299,0.021150101,FALSE,9,18.89657411,16.249695
54,13.92522526,94.43243919,62.29882827,152.2433308,20.06525916,FALSE,TRUE,FALSE,TRUE,FALSE,0.163844604,-0.380417409,FALSE,4055,19.43462757,14.24071
55,13.89186096,93.41155198,67.46940937,146.8872131,21.41999204,FALSE,TRUE,FALSE,TRUE,FALSE,0.24013232,-0.125716983,FALSE,2227,19.4651308,14.766703
56,13.8900156,93.0649453,66.11823841,148.2002279,20.8332327,FALSE,TRUE,FALSE,TRUE,FALSE,0.199115059,-0.198057966,FALSE,5015,19.44164518,14.092889
57,13.88293362,114.368794,58.29880544,158.9065057,28.7681105,FALSE,TRUE,FALSE,TRUE,FALSE,0.086463155,-0.270572228,FALSE,181,19.38664461,17.09694
58,13.87984467,217.8997181,32.99924131,54.20864506,67.60810317,FALSE,TRUE,FALSE,TRUE,FALSE,-0.066400696,-0.037440876,FALSE,61,19.95010664,18.1297
59,13.87933731,57.27586347,27.96850645,164.1734431,-20.34049228,FALSE,TRUE,FALSE,FALSE,FALSE,0.026224333,-0.943653096,FALSE,2335,19.11828296,14.460433
60,13.87816906,197.9952519,40.81646021,107.0444623,75.67174097,FALSE,TRUE,FALSE,TRUE,FALSE,0.131738049,-0.04114727,FALSE,11,19.92586791,18.47404
61,13.87353325,209.8836324,58.22554983,106.6260492,56.69464014,FALSE,TRUE,FALSE,TRUE,FALSE,0.097659583,-0.338233673,FALSE,12,20.05651808,18.841574
62,13.87193203,178.9279866,50.39711129,143.7523389,64.41859293,FALSE,TRUE,FALSE,TRUE,FALSE,-0.039194089,-0.107348723,FALSE,13,19.87608492,17.746101
63,13.86334991,230.7895239,24.91156446,37.92223519,55.96992232,FALSE,TRUE,FALSE,TRUE,FALSE,-0.083180057,0.134587929,FALSE,15,19.68001367,18.231487
64,13.86058903,118.897632,40.98620099,178.9710611,28.99144107,FALSE,TRUE,FALSE,TRUE,FALSE,-0.092600243,-0.547187692,FALSE,147,19.26366232,15.206862
65,13.85286808,203.1954569,57.03543543,111.9400403,59.2017954,FALSE,TRUE,FALSE,TRUE,FALSE,-0.119336972,0.04944322,FALSE,24,19.92780588,18.451233
66,13.85218239,165.9408618,58.81470072,145.9848632,53.22601807,FALSE,TRUE,FALSE,TRUE,FALSE,-0.223048277,-0.269665446,FALSE,13,19.75280831,17.028284
67,13.84888363,114.2240879,39.08224637,180.0847438,25.06212712,FALSE,TRUE,FALSE,TRUE,FALSE,-0.071303412,-0.859857648,TRUE,4807,19.43386576,13.680497
68,13.82738781,212.7950437,32.75585077,55.81764049,71.86572763,FALSE,TRUE,FALSE,TRUE,FALSE,0.077035182,-0.020692605,FALSE,11,19.57306355,17.82409
69,13.81301022,81.58819954,-3.820073888,206.442607,-20.6424714,FALSE,TRUE,FALSE,FALSE,TRUE,0.294470343,-0.048056203,FALSE,4700,19.37353881,13.690906
70,13.81037617,354.620378,2.800633319,89.63969592,-55.28395235,FALSE,TRUE,FALSE,TRUE,FALSE,-0.101753961,-0.080984802,FALSE,15,19.64419533,18.162659
71,13.80852699,133.2499596,66.65976114,148.1469933,36.65886018,FALSE,TRUE,FALSE,TRUE,FALSE,0.704295526,-0.542150833,FALSE,69,19.62176649,16.813536
72,13.80709934,212.7810636,32.74970599,55.80678708,71.87855703,FALSE,TRUE,FALSE,TRUE,FALSE,0.047759068,-0.092504497,FALSE,12,19.597136,17.82409
73,13.78812218,77.25075518,4.920455096,196.0477483,-20.12959982,FALSE,TRUE,FALSE,FALSE,FALSE,0.393963021,-0.489178746,FALSE,8222,19.11082335,13.85977
74,13.76569653,115.7495003,66.94741987,149.0341228,29.8224958,FALSE,TRUE,FALSE,TRUE,FALSE,0.180570491,-0.217058573,FALSE,44,19.41929105,17.32667
75,13.75860596,115.7369482,67.01185967,148.9598777,29.81726605,FALSE,TRUE,FALSE,TRUE,FALSE,0.155819342,-0.244936949,FALSE,112,19.55006917,14.555755
76,13.74371052,224.5106597,30.51915248,47.51121744,62.1545622,FALSE,TRUE,FALSE,TRUE,FALSE,-0.056200552,-0.06833465,FALSE,12,19.88096425,18.774162
77,13.74160767,185.2892732,50.58443181,134.7269905,65.84468795,FALSE,TRUE,FALSE,TRUE,FALSE,-0.01264695,-0.08505929,FALSE,30,19.68796043,16.06711
78,13.73903751,197.9393337,56.7172187,117.3228506,60.18919578,FALSE,TRUE,FALSE,TRUE,FALSE,0.087044606,0.06205745,FALSE,43,19.75482407,18.171255
80,13.72552299,159.0183686,61.40054442,146.8833744,48.9551802,FALSE,TRUE,FALSE,TRUE,FALSE,0.035260168,-0.097268268,FALSE,46,19.87161648,15.219073
81,13.72412109,152.2619213,58.37835469,153.5579841,47.95279231,FALSE,TRUE,FALSE,TRUE,FALSE,0.050386565,0.024728781,FALSE,12,19.58388633,17.463348
82,13.72076321,115.4113782,21.04917446,198.929385,20.13814364,FALSE,TRUE,FALSE,TRUE,FALSE,-0.332121893,-0.79169202,TRUE,2194,19.19968325,13.351688
83,13.70098782,91.00699384,66.90809249,147.0989189,20.35004289,FALSE,TRUE,FALSE,TRUE,FALSE,0.205987386,-0.173028924,FALSE,5080,19.4792295,14.2328415
84,13.6998558,97.21452461,58.31748878,156.7263679,20.00187131,FALSE,TRUE,FALSE,TRUE,FALSE,0.18120959,-0.466281494,TRUE,5699,19.37921463,14.526016
85,13.67964458,159.7877176,40.82261262,177.6073122,59.59384466,FALSE,TRUE,FALSE,TRUE,FALSE,-1.322777939,-3.28498417,FALSE,5,20.0951526,18.738482
86,13.67778397,185.1604567,50.68857861,134.8445261,65.72141152,FALSE,TRUE,FALSE,TRUE,FALSE,0.026596523,-0.127359863,FALSE,71,19.94577559,17.15873
87,13.67638493,173.1521333,51.82106095,148.5722914,61.20380602,FALSE,TRUE,FALSE,TRUE,FALSE,0.121686405,-0.057513857,FALSE,23,19.87053839,18.947618
88,13.65760136,215.8860086,45.65179819,84.3788518,63.97795121,FALSE,TRUE,FALSE,TRUE,FALSE,0.01151079,-0.02962866,FALSE,25,19.72654796,18.433912
89,13.65505123,138.1153504,74.59449631,138.3216463,35.17467942,FALSE,TRUE,FALSE,TRUE,FALSE,0.853050553,-0.370752823,FALSE,90,19.50192277,15.591122
90,13.63442707,200.3331348,43.45706579,104.5400225,72.58764518,FALSE,TRUE,FALSE,TRUE,FALSE,-0.088294346,-0.085835154,FALSE,22,19.69262591,17.816711
91,13.59468746,221.1294613,33.9764429,55.63740769,64.80127387,FALSE,TRUE,FALSE,TRUE,FALSE,0.064623659,-0.337308001,FALSE,8,20.00781863,18.32783
93,13.52158165,111.4898581,34.76573721,183.873817,21.69855077,FALSE,TRUE,FALSE,TRUE,FALSE,-0.040943013,-0.91144468,FALSE,211,19.1219177,15.489772
94,13.50379181,170.8557785,49.88755237,153.5266668,61.68712492,FALSE,TRUE,FALSE,TRUE,FALSE,-0.114800835,0.01349841,FALSE,27,19.90841919,18.596745
95,13.498106,218.5018519,45.51255121,81.76928517,62.56569929,FALSE,TRUE,FALSE,TRUE,FALSE,-0.071625175,0.085543357,FALSE,15,19.572359,18.267464
96,13.49107742,211.3188046,32.48978808,55.90693885,73.13692528,FALSE,TRUE,FALSE,TRUE,FALSE,0.067028644,0.122242868,FALSE,24,19.72851133,18.46072
97,13.48785877,82.10691484,-4.81346853,207.639423,-20.64044869,FALSE,TRUE,FALSE,FALSE,FALSE,0.274245873,-0.100664865,TRUE,1041,19.28708168,13.690906
98,13.47605515,96.15361467,64.66429546,150.1256576,21.57096603,FALSE,TRUE,FALSE,TRUE,FALSE,0.237300398,-0.294818032,FALSE,608,19.41532077,13.941489
99,13.47401142,221.0595532,33.9289121,55.54588156,64.86535947,FALSE,TRUE,FALSE,TRUE,FALSE,0.057808644,-0.260046574,FALSE,15,19.81833193,18.32783
100,13.47350407,205.4865133,37.82892615,81.31931807,74.92997708,FALSE,TRUE,FALSE,TRUE,FALSE,-0.140550184,-0.13913389,FALSE,23,19.95703417,18.452574
101,13.4617157,96.56692433,59.91436097,155.005198,20.22163229,FALSE,TRUE,FALSE,TRUE,FALSE,0.138356052,-0.442661702,FALSE,5321,19.36518467,12.338361
102,13.46060753,199.2677342,47.44024215,110.728688,69.07604298,FALSE,TRUE,FALSE,TRUE,FALSE,-0.1945404,-0.000661341,FALSE,15,19.52287187,17.253609
103,13.46049118,82.7752401,-6.614512727,209.6788325,-20.86167047,FALSE,TRUE,FALSE,FALSE,FALSE,0.179148356,-0.002330091,FALSE,3869,19.32904882,14.787031
104,13.45842838,186.7340047,47.81823938,134.3410717,68.76358483,FALSE,TRUE,FALSE,TRUE,FALSE,-0.102969573,-0.015112991,FALSE,9,20.07025733,18.776623
105,13.44918346,83.87517564,-7.994001842,211.5173395,-20.49473062,FALSE,TRUE,FALSE,FALSE,TRUE,0.125307289,0.0916847,FALSE,201,19.42446334,15.990138
106,13.44837952,44.20341058,-54.56555583,271.8025611,-54.31263654,FALSE,FALSE,TRUE,TRUE,FALSE,-0.213283201,-0.177878761,FALSE,15,19.81051393,18.257189
107,13.44572353,77.60549153,3.773191285,197.2901078,-20.41803832,FALSE,TRUE,FALSE,FALSE,FALSE,0.376178681,-0.433047977,FALSE,8192,19.1721995,13.7747555
108,13.42389584,150.3908629,55.8716594,157.5863441,48.226349,FALSE,TRUE,FALSE,TRUE,FALSE,-0.251887052,0.045363834,FALSE,12,18.98884483,16.868155
109,13.41476631,96.48393303,64.260533,150.5859205,21.58129631,FALSE,TRUE,FALSE,TRUE,FALSE,0.187050544,-0.28939447,FALSE,4543,19.4184972,13.57002
110,13.40387821,163.1836212,46.34136812,165.6339065,59.73628237,FALSE,TRUE,FALSE,TRUE,FALSE,0.088373612,0.121668934,FALSE,5,19.3931044,18.593206
111,13.40041351,161.1993126,45.23708636,168.7971867,59.00351586,FALSE,TRUE,FALSE,TRUE,FALSE,0.036595342,-0.270441665,FALSE,17,19.62703765,18.073265
112,13.39891148,156.7275389,50.00236056,163.347349,54.22654411,FALSE,TRUE,FALSE,TRUE,FALSE,-0.159377625,0.106382538,FALSE,16,19.870644,18.776802
114,13.38385391,189.165121,49.82319142,129.0717122,67.12852536,FALSE,TRUE,FALSE,TRUE,FALSE,-0.043915104,-0.011316893,FALSE,7,19.41741657,17.428522
115,13.37480927,203.6849323,45.69575487,100.8948491,69.53510915,FALSE,TRUE,FALSE,TRUE,FALSE,0.193009425,0.057692933,FALSE,16,19.76306594,17.69582
117,13.35444069,117.8397068,16.47790874,204.3729882,20.48356644,FALSE,TRUE,FALSE,TRUE,FALSE,-0.44171622,-0.645943784,FALSE,2004,19.22046731,13.976357
118,13.35074139,179.707183,37.29013329,167.1638148,74.95891858,FALSE,TRUE,FALSE,TRUE,FALSE,0.011554571,0.086288311,FALSE,8,19.81976288,18.602161
119,13.35026932,204.7191077,33.47986298,67.64417594,77.96382768,FALSE,TRUE,FALSE,TRUE,FALSE,-0.197242955,0.012888782,FALSE,11,19.67296518,18.417456
120,13.33444309,87.43134504,70.65740727,142.8750897,20.5990492,FALSE,TRUE,FALSE,FALSE,FALSE,0.224882202,-0.035651953,FALSE,901,19.50065429,14.752581
121,13.33407116,115.8073034,25.44711252,194.6841165,22.08572583,FALSE,TRUE,FALSE,TRUE,FALSE,-0.495968145,-0.840942084,FALSE,127,19.13160046,14.160014
122,13.33075142,190.8971447,26.80849385,222.8468588,88.22208768,FALSE,TRUE,FALSE,TRUE,FALSE,-0.003222489,0.012351289,FALSE,18,19.79290183,19.004755
123,13.32348156,118.7918042,34.50490054,186.0900126,27.36317932,FALSE,TRUE,FALSE,TRUE,FALSE,-0.300241558,-0.66824628,FALSE,210,19.38865899,16.163404
125,13.29870892,166.1454529,51.92904011,154.5949,58.1240696,FALSE,TRUE,FALSE,TRUE,FALSE,-0.000476563,-0.047237888,FALSE,21,20.12360471,19.087337
126,13.29492188,94.92174709,65.21835996,149.3832896,21.25235284,FALSE,TRUE,FALSE,TRUE,FALSE,0.17958739,-0.243810146,TRUE,4957,19.44641747,13.57002
127,13.2892828,173.6497344,56.73605574,142.4903409,57.37820159,FALSE,TRUE,FALSE,TRUE,FALSE,-0.026808012,-0.066784232,TRUE,163,19.808937,17.536297
129,13.27679157,207.2091046,44.90659123,93.83497172,68.84049195,FALSE,TRUE,FALSE,TRUE,FALSE,-0.073584685,-0.076862623,FALSE,72,19.75022564,17.009024
130,13.27365398,215.0086737,30.11784757,46.92367354,70.3610538,FALSE,TRUE,FALSE,TRUE,FALSE,-0.075315354,-0.065356842,FALSE,16,19.65296431,18.517506
131,13.27358341,159.6878921,48.75707128,163.7526099,56.50932444,FALSE,TRUE,FALSE,TRUE,FALSE,0.079733306,-0.253905057,FALSE,14,19.17317757,15.879456
132,13.26176167,75.37317874,7.485256877,192.6754985,-20.35648676,FALSE,TRUE,FALSE,FALSE,FALSE,0.443958381,-0.569543516,FALSE,7458,19.09441023,14.292502
133,13.26068687,118.778939,34.46220394,186.1331378,27.34153951,FALSE,TRUE,FALSE,TRUE,FALSE,-0.216939103,-0.613813286,FALSE,89,19.23537589,15.677875
134,13.24978828,73.43521491,6.497089954,192.4485386,-22.508651,FALSE,TRUE,FALSE,FALSE,FALSE,0.263741739,-0.512154182,FALSE,130,19.12520653,14.129268
135,13.23946762,44.42825937,34.65295668,150.4785652,-21.37656253,FALSE,TRUE,FALSE,FALSE,FALSE,-0.172894186,-0.725236239,FALSE,3794,19.12402256,13.826053
136,13.23828983,93.75917252,64.16802447,150.2630589,20.43133589,FALSE,TRUE,FALSE,TRUE,FALSE,0.139162604,-0.273411346,FALSE,5262,19.44093335,13.900797
137,13.23031521,217.7069902,32.93448809,54.10342242,67.77764194,FALSE,TRUE,FALSE,TRUE,FALSE,-0.070744873,-0.054605207,FALSE,47,19.82102949,18.126389
138,13.2236681,67.89409297,8.298302004,187.4180606,-26.03275426,FALSE,TRUE,FALSE,FALSE,FALSE,0.076794985,-0.573571609,FALSE,48,19.30344809,16.439245
139,13.22130394,99.26117401,57.30876761,158.1207138,20.70670043,FALSE,TRUE,FALSE,TRUE,FALSE,0.005536635,-0.608146149,FALSE,136,19.2439019,15.924583
140,13.21238232,214.9910868,30.12042106,46.93391479,70.37609378,FALSE,TRUE,FALSE,TRUE,FALSE,-0.127868303,-0.109481063,FALSE,18,19.7413135,18.517506
141,13.19985676,121.6049279,29.58884943,192.1793746,28.2854357,FALSE,TRUE,FALSE,TRUE,FALSE,-0.154726953,-0.622114911,TRUE,94,19.10274863,15.629297
142,13.1844883,120.7510592,43.96626155,175.8842779,30.88742729,FALSE,TRUE,FALSE,TRUE,FALSE,-0.052615794,-0.74918162,FALSE,38,19.35335003,16.361935
144,13.17215633,203.4600717,45.76719382,101.3871425,69.54646896,FALSE,TRUE,FALSE,TRUE,FALSE,0.079275516,0.039754728,FALSE,63,19.61857344,17.166815
145,13.16912746,73.82895179,10.39075387,189.1959517,-20.03324145,FALSE,TRUE,FALSE,FALSE,TRUE,0.416415471,-0.648992066,TRUE,351,19.21236747,13.62496
146,13.16426277,190.469651,47.6392437,127.5129566,69.40389082,FALSE,TRUE,FALSE,TRUE,FALSE,-0.082671696,-0.005169582,FALSE,19,20.06262763,19.024195
147,13.15340614,208.9738867,22.37708099,18.45576462,74.62880531,FALSE,TRUE,FALSE,TRUE,FALSE,0.154505854,0.064784302,FALSE,8,19.48555025,18.655106
148,13.14957523,186.9870983,39.12550675,143.6615392,77.04192402,FALSE,TRUE,FALSE,TRUE,FALSE,0.024706003,0.079273646,FALSE,11,19.630286,18.558271
149,13.12703609,175.3698879,53.17784262,144.668377,60.89809785,FALSE,TRUE,FALSE,TRUE,FALSE,-0.021775826,-0.075201278,FALSE,39,19.79582497,16.968767
150,13.12461376,123.2823646,53.75337188,164.550871,33.46055993,FALSE,TRUE,FALSE,TRUE,FALSE,0.17868121,-0.423916029,FALSE,64,19.17276697,15.76322
151,13.12031174,82.87797074,-6.23906841,209.368833,-20.60220387,FALSE,TRUE,FALSE,FALSE,FALSE,0.207919082,-0.062089222,FALSE,1896,19.34366657,14.787031
152,13.11594391,179.1764635,42.86280377,154.6384838,70.73701899,FALSE,TRUE,FALSE,TRUE,FALSE,-0.115783711,0.078834438,FALSE,7,18.41727629,17.209385
153,13.1125679,160.78619,37.73080127,183.2840893,61.10333074,FALSE,TRUE,FALSE,TRUE,FALSE,0.132330636,-0.127374423,FALSE,8,19.24981563,17.630314
154,13.10518074,94.10082597,66.79047883,147.6706819,21.44900307,FALSE,TRUE,FALSE,TRUE,FALSE,0.173052646,-0.193044841,FALSE,2543,19.44873888,14.36568
155,13.10267258,226.2333155,41.83404617,70.02295569,59.08097354,FALSE,TRUE,FALSE,TRUE,FALSE,0.146356502,0.03613844,FALSE,8,19.35630687,18.084213
156,13.09165859,144.5176256,78.94382912,132.8984798,34.12256665,FALSE,TRUE,FALSE,TRUE,FALSE,0.890834926,-0.636506516,FALSE,43,19.44410953,15.222345
157,13.09072208,228.3433167,41.6364098,68.81181392,57.62683361,FALSE,TRUE,FALSE,TRUE,FALSE,-0.122526146,0.023659295,FALSE,13,19.50940038,17.940054
158,13.08936214,208.3361324,39.97687933,81.9094097,71.84758217,FALSE,TRUE,FALSE,TRUE,FALSE,-0.101843123,0.098743934,FALSE,18,19.87345078,18.562456
159,13.08524799,163.2752229,3.647113807,247.4710667,53.26391431,FALSE,TRUE,FALSE,TRUE,FALSE,-0.023017309,-0.156499284,FALSE,8,19.797642,18.714783
160,13.07319736,209.0835839,45.49519462,92.07764453,67.5500914,FALSE,TRUE,FALSE,TRUE,FALSE,0.109292248,0.101324346,FALSE,12,19.7469095,18.615429
161,13.07273865,104.7144252,69.13673308,146.2353132,25.87097734,FALSE,TRUE,FALSE,TRUE,FALSE,0.155485993,-0.136572507,FALSE,351,19.42397663,15.184733
162,13.0671196,152.5277424,40.02299792,181.2274226,54.36905295,FALSE,TRUE,FALSE,TRUE,FALSE,-0.059804437,-0.112937601,FALSE,43,19.76759314,18.56974
163,13.06698036,202.9102924,30.60250464,56.85022738,80.54193646,FALSE,TRUE,FALSE,TRUE,FALSE,-0.059694547,0.132115946,FALSE,7,19.86643257,19.078539
164,13.06649971,116.5478717,48.44234369,170.2496875,28.74545281,FALSE,TRUE,FALSE,TRUE,FALSE,0.000715028,-0.770336607,FALSE,109,19.33118206,15.747841
