,SIGNIFICANCE,RA,DEC,l,b,DES_FOOTPRINT,PS1_FOOTPRINT,DELVE_FOOTPRINT,DECALS_FOOTPRINT,EBV_FLAG,PMRA,PMDEC,EDR3,RR_LYRAE,NSTARS,MAG_AVG,MAG_MAX
187,11.59453583,213.8852196,32.95730703,55.81035054,70.928057,FALSE,TRUE,FALSE,TRUE,FALSE,-0.130124982,-0.285530485,10.25119781,FALSE,9,19.60558422,17.438179
188,11.69206047,213.898296,32.94933085,55.77938737,70.91902326,FALSE,TRUE,FALSE,TRUE,FALSE,-0.201317589,-0.257502763,10.25119781,FALSE,8,19.62012025,17.438179
189,10.09465694,155.3127322,38.14888142,183.9508887,56.78070413,FALSE,TRUE,FALSE,TRUE,FALSE,-1.972697821,-3.566530716,10.24901295,FALSE,5,19.621525,17.949059
190,9.002832413,202.7025037,44.83035098,101.4984104,70.62358237,FALSE,TRUE,FALSE,TRUE,FALSE,-1.50398044,-1.742393825,10.23910999,FALSE,5,19.8136586,18.151398
191,10.2891798,211.4381167,19.58719139,12.99994441,71.37967981,FALSE,TRUE,FALSE,TRUE,FALSE,-3.502925196,-2.33092027,10.23634052,FALSE,5,19.904105,18.444595
192,10.32326984,212.0816325,18.96094217,12.17301463,70.54993903,FALSE,TRUE,FALSE,TRUE,FALSE,-3.765617363,-3.862951458,10.23634052,FALSE,9,18.84997711,17.008108
193,9.776722908,332.4962826,-7.454651255,52.56139629,-47.01722817,FALSE,TRUE,FALSE,TRUE,FALSE,-0.043449542,-2.741589957,10.20876026,FALSE,10,18.9356135,15.840608
194,9.01451683,332.907236,-6.047107874,54.61070797,-46.59267795,FALSE,TRUE,FALSE,TRUE,FALSE,0.423894521,-3.739380313,10.20876026,FALSE,7,20.062243,19.027971
195,9.662742615,333.2436468,-7.230955287,53.42706945,-47.52164757,FALSE,TRUE,FALSE,TRUE,FALSE,0.969653012,-3.692733328,10.20876026,FALSE,19,19.28605842,17.395546
196,9.135852814,173.8517676,-7.540388769,272.2500318,50.7459851,FALSE,TRUE,TRUE,TRUE,FALSE,-2.092285962,-2.012305022,10.19738483,FALSE,5,19.3296334,18.259367
197,9.581546783,134.0707401,11.05027293,217.1102921,32.68604234,FALSE,TRUE,FALSE,TRUE,FALSE,-2.177372908,-2.273411722,10.19698429,FALSE,10,19.8314277,18.19822
198,9.301306725,182.3754108,43.85323701,147.0369698,71.25939785,FALSE,TRUE,FALSE,TRUE,FALSE,-1.126048622,-3.439042268,10.18531895,FALSE,6,19.81574383,19.512768
199,9.13537693,168.5994714,49.39927848,156.3532729,60.95673969,FALSE,TRUE,FALSE,TRUE,FALSE,0.023338624,-0.127137963,10.17430592,FALSE,5,19.6326024,18.846624
200,9.929428101,166.0839307,40.1968925,175.4924178,64.31763002,FALSE,TRUE,FALSE,TRUE,FALSE,-0.268349612,-0.075653222,10.16652489,FALSE,10,19.6593316,17.326792
201,9.357232094,166.0885642,40.20635548,175.4691175,64.31730942,FALSE,TRUE,FALSE,TRUE,FALSE,-0.368135369,-0.144788551,10.16652489,FALSE,11,19.72172345,17.326792
202,9.148730278,148.507551,12.67223561,223.144611,46.13075303,FALSE,TRUE,FALSE,TRUE,FALSE,-2.267479156,-1.640577984,10.16604424,FALSE,6,18.65912617,17.8342
203,9.452992439,187.8892765,59.1184004,127.7220508,57.82456832,FALSE,TRUE,FALSE,TRUE,FALSE,-0.185318138,-0.374397334,10.15174484,FALSE,7,19.51556386,18.077597
